numero_section	nom_section	contexte_1	contexte_2	classe	notes
1320	Substances et préparations explosibles (fabrication de) à l'exclusion des poudres et explosifs et des substances visées explicitement ou par famille par d'autres rubriques.			1ère classe	
1321	Substances et préparations explosibles (emploi ou stockage de - )			1ère classe	Exclus de cette rubrique : | poudres et explosifs et substances visées explicitement ou par famille par d’autres rubriques.
1330	Nitrate d’ammonium (stockage de -). La quantité totale susceptible d’être présente dans l’installation étant :	Nitrate d'ammonium et préparations à base de nitrate d'ammonium dans lesquels la teneur en azote due au nitrate d'ammonium est :	supérieure ou égale à 350 tonnes	1ère classe	"* comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | * comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :"
1330	Nitrate d’ammonium (stockage de -). La quantité totale susceptible d’être présente dans l’installation étant :	Nitrate d'ammonium et préparations à base de nitrate d'ammonium dans lesquels la teneur en azote due au nitrate d'ammonium est :	supérieure ou égale à 100 t, mais inférieure à 350 t	2ème classe	"* comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | * comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :"
1330	Nitrate d’ammonium (stockage de -). La quantité totale susceptible d’être présente dans l’installation étant :	Solutions chaudes de nitrate d'ammonium dont la concentration en nitrate d'ammonium est supérieure à 80 % en poids. La quantité totale susceptible d'être présente dans l'installation étant :	supérieure ou égale à 350 tonnes	1ère classe	"* comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | * comprise entre 24,5 % et 28 % en poids et qui contiennent au plus 0,4 % de substances combustibles ; | * supérieure à 28 % en poids et qui contiennent au plus 0,2 % de substances combustibles. | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :"
1331	Engrais simples solides à base de nitrates (ammonitrates, sulfonitrates, …) correspondant aux spécifications de la norme NF U 42-001 (ou équivalente) ou engrais composés à base de nitrates (stockage d’- )			1ère classe	La quantité totale susceptible d’être présente dans l’installation étant supérieure à 1 250 tonnes. | Nota | Concernant les engrais azotés simples et les engrais composés azotés binaires (N, P ou N, K) ou ternaires (N, P, K), ne sont à prendre en compte que les engrais à base de nitrates (ex : ammonitrates). En conséquence, les engrais azotés non à base de nitrates (ex : urée) ne sont pas comptabilisés. | L’identification d’un engrais à base de nitrate peut se faire par la mention de l’azote nitrique dans les documents commerciaux.
1410	Gaz inflammables (fabrication industrielle de) par distillation, pyrogénisation, etc., désulfuration de gaz inflammables à l'exclusion de la production de méthane par traitement des effluents urbains ou des déchets et des gaz visés explicitement par d'autres rubriques.			1ère classe	
1411	Gazomètres et réservoirs de gaz comprimés renfermant des gaz inflammables (gaz naturel et autres gaz).		supérieure à 10 tonnes	1ère classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | Exclus de cette rubrique : | les gaz visés explicitement par d'autres rubriques.
1411	Gazomètres et réservoirs de gaz comprimés renfermant des gaz inflammables (gaz naturel et autres gaz).		supérieure à 1 tonne, mais inférieure ou égale à 10 tonnes	2ème classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | Exclus de cette rubrique : | les gaz visés explicitement par d'autres rubriques.
1412	Gaz inflammables liquéfiés (Stockage en réservoirs manufacturés de), à l’exception de ceux visés explicitement par d’autres rubriques de la nomenclature : Les gaz sont maintenus liquéfiés à une température telle que la pression absolue de vapeur correspondante n’excède pas 1,5 bar (stockage réfrigérés ou cryogéniques) ou sous pression quelle que soit la température.		supérieure ou égale à 50 t	1ère classe	La quantité totale susceptible d’être présente dans l’installation étant : | La quantité totale susceptible d’être présente dans l’installation étant :
